"journal_title","item_cnt"
Cuadernos de Prehistoria y Arqueología de la Universidad Autónoma de Madrid,1
Cuadernos de Prehistoria y Arqueología de la Universidad de Granada,1
Cuadernos Electrónicos de Filosofía del Derecho,1
Cuestiones Constitucionales Revista Mexicana de Derecho Constitucional,1
Cuestiones Políticas,1
Çukurova Üniversitesi türkoloji araştırmaları dergisi :/Çukurova Üniversitesi türkoloji araştırmaları dergisi,1
Cultural and Social History,4
Cultural History,1
Cultural Landscape Insights,1
Cultural linguistics,1
Cultural Studies,1
Culture Practice & Europeanization,1
"Culture, theory and critique/Culture, theory & critique",4
Current Anthropology,1
Current Issues in Tourism,1
Current Neurology and Neuroscience Reports,1
Current perspectives in social theory,1
Current Problems in Surgery,1
Current Protocols,1
Current Protocols in Human Genetics,1
Current Protocols in Pharmacology,1
Current Psychological Reviews,1
Current Research Journal of Social Sciences and Humanities,1
Current Sociology,1
Current topics in microbiology and immunology,2
Current topics in pathology,1
CYTOLOGIA,1
Czasopismo Prawno-Historyczne,4
Czech Journal of Food Sciences,1
Czech Sociological Review,3
Dados,1
Danish Journal of Archaeology,2
Dankook Law Riview,1
Dante Studies,1
Danube,1
Daphnis,2
Das Gesundheitswesen,1
"Data science, machine intelligence, and law",13
Datenschutz und Datensicherheit - DuD,7
DAXIYANGGUO - REVISTA PORTUGUESA DE ESTUDOS ASIÁTICOS / PORTUGUESE JOURNAL OF ASIAN STUDIES,1
DDS – Die Deutsche Schule,3
Deakin Law Review,1
Debate Feminista,1
Debatte Journal of Contemporary Central and Eastern Europe,2
De Boeck Supérieur eBooks,1
De Economist,2
De Ethica A Journal of Philosophical Theological and Applied Ethics,1
De Gruyter eBooks,135
Deleted Journal,118
DELICTAE Revista de Estudos Interdisciplinares sobre o Delito,2
De Medio Aevo,4
Democratic Legal Studies,1
Democratic Theory,1
Demographic Research,1
DENKI-SEIKO,1
Der Anaesthesist,5
Der Chirurg,2
Derecho Animal Forum of Animal Law Studies,2
Derecho Penal y Criminología,6
Derecho Privado y Constitución,1
Derecho PUCP,7
Derecho & Sociedad,1
Derecho y Humanidades,1
Der Gynäkologe,10
Der Hautarzt,1
Der Kardiologe,1
Der Klinikarzt,1
Der MKG-Chirurg,1
Der Nervenarzt,23
Der Onkologe,1
Der Pathologe,6
Der Schmerz,4
Der Unfallchirurg,1
Der Urologe,5
Der Urologe B,2
Der Züchter,3
DESC - Direito Economia e Sociedade Contemporânea,2
Design Science,1
Deutsche Entomologische Zeitschrift,9
Deutsche Hydrographische Zeitschrift,3
Deutscher Universitätsverlag eBooks,214
DEUTSCHE VERLAGS-ANSTALT eBooks,1
Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte,18
Deutsche Zeitschrift für Akupunktur,1
Deutsche Zeitschrift für Chirurgie,40
Deutsche Zeitschrift für Philosophie,9
Developmental Psychology,1
Development Genes and Evolution,3
Developments in geotechnical engineering,1
Developments in psychiatry,1
Deventer : Wolters Kluwer eBooks,1
Déviance et Société,3
Deviant Behavior,1
Diagnosis,1
Dialog,1
Dialogi Polityczne,1
Diálogos Jurídicos,1
Dialogues d histoire ancienne,10
Diametros,1
Diánoia Revista de Filosofía,1
DICE Éditions eBooks,2
Dicionário De Princípios Jurídicos (Primeira Edição),2
Dictatorships & Democracies,1
Die Angewandte Makromolekulare Chemie,4
Die Balint-Gruppe in Klinik und Praxis,1
die Deutsche Literatur,1
die hochschullehre,1
Die Kulturpflanze,7
Die Makromolekulare Chemie,9
differences,2
Digital Creativity,1
Digitale Gesellschaft,1
Digital Law Journal,1
digitAR - Revista Digital de Arqueologia Arquitectura e Artes,1
Díkaion,6
DÍKÉ,2
Dike - Rivista di Storia del Diritto Greco ed Ellenistico,5
Dike Verlag AG eBooks,1
Dimensões,2
Diplomacy and Statecraft,3
Direito Público,9
Direito UNIFACS – Debate Virtual,1
Discourse & Society,1
disP - The Planning Review,4
Dispute Settlement,1
Distinktion Journal of Social Theory,2
Diversity and Distributions,1
Diyalog Interkulturelle Zeitschrift Für Germanistik,1
dms – der moderne staat – Zeitschrift für Public Policy Recht und Management,33
"dms – der moderne staat – Zeitschrift für Public Policy, Recht und Management",1
DMW - Deutsche Medizinische Wochenschrift,1
DNGPS Working Paper,1
DNP - Der Neurologe und Psychiater,1
DOAJ (DOAJ: Directory of Open Access Journals),31
Doboku Gakkai Ronbunshuu C,2
Doboku Gakkai Ronbunshuu E,1
"Doctoral thesis, UCL (University College London).",1
Documenta Ophthalmologica,4
DoisPontos,1
Dokuz Eylül Üniversitesi Hukuk Fakültesi Dergisi,13
Dokuz Eylül Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,1
Dovenschmidt quaterly,2
DOXA Cuadernos de Filosofía del Derecho,5
Droit et société,2
Drug Delivery System,1
Drug Safety,1
Društvene i humanističke studije,3
DuD-Fachbeiträge,4
Duke University Press eBooks,39
Duncker & Humblot eBooks,3
Durkheimian Studies,1
Dutch Journal of Applied Linguistics,1
DUV eBooks,25
Dyes and Pigments,1
Dyskursy Młodych Andragogów,1
E3S Web of Conferences,8
Early European research,1
Early Medieval Europe,9
Early Music History,3
Earthquake Engineering & Structural Dynamics,2
East Central Europe,2
Eastern European Journal for Regional Studies,1
East European Politics,1
Ecclesiastical Law Journal,3
Echos du monde classique: Classical views,2
Eco-efficiency in industry and science,1
École française de Rome eBooks,1
Ecological Economics,1
Ecological Engineering,1
Ecological Modelling,2
Ecology and Civil Engineering,1
Ecology and Evolution,1
Economic Affairs,1
Economic Alternatives,1
Economic Analysis of Law Review,1
Economic and financial law & policy - shifting insights & values,1
Economic geography,1
Economic Geography,1
Economic Herald of SHEI USUCT,1
Economic Inquiry,1
Economics bulletin,1
"Economics, law, and institutions in Asia Pacific",1
Economics Letters,1
Economics of Governance,2
Economy and Society,4
Economy of Regions,1
Edinburgh Law Review,14
Edinburgh University Press eBooks,2
Edition Centaurus - Perspektiven sozialer Arbeit in Theorie und Praxis,1
Edition Forschung und Entwicklung in der Strafrechtspflege,17
Edition Frankfurt School,1
Edition HMD,1
Edition HWWI,5
Edition Kulturwissenschaft,1
"Edition Moderne, Postmoderne",2
Edition Politik,168
Éditions de la Maison des sciences de l’homme eBooks,2
Éditions de la Sorbonne eBooks,9
Éditions de l’École des hautes études en sciences sociales eBooks,1
Éditions du Comité des travaux historiques et scientifiques eBooks,1
Editora Blucher eBooks,2
Edizioni dell'Istituto papirologico G.Vitelli/Edizioni dell'Istituto papirologico G. Vitelli,1
Educational Dimension,1
Educational governance,2
Educational Philosophy and Theory,1
Edward Elgar Publishing eBooks,32
Eesti Rakenduslingvistika Ühingu aastaraamat Estonian Papers in Applied Linguistics,1
Eikon / Imago,1
Einsichten,1
E-journal GEO,2
Ekonomia i Prawo,2
Ekonomista,1
elni Review,5
Elpis,1
Elsevier eBooks,106
ELTE Law Journal,2
EMBO Reports,2
e-mentor,4
Emerald Group Publishing Limited eBooks,1
Emerald Publishing Limited eBooks,2
Emerita,1
Emotion,2
Empirica,3
Encuentro Latinoamericano,1
Encyclopedia of Catalysis,1
Encyclopedia of Industrial Biotechnology,1
Encyclopedia of Polymer Science and Technology,1
Encyclopedia of Reagents for Organic Synthesis,2
Encyclopedia of RF and Microwave Engineering,1
Endowment Studies,6
"Energie in Naturwissenschaft, Technik, Wirtschaft und Gesellschaft",2
Energies,1
Energietransformation,3
Energy & Fuels,1
Energy Policy,4
Engineering Economics,1
Engineering Fracture Mechanics,2
Engineering International,1
Engineering Reports,1
English Studies,6
En la España Medieval,1
En las Fronteras del Derecho,1
Ennen ja nyt Historian tietosanomat,1
Entrepreneurship Economy and Law,1
Environmental and Experimental Botany,1
"Environmental humanities: transformation, governance, ethics, law",4
Environmental Management,1
Environmental Policy and Law,1
Environmental Progress & Sustainable Energy,1
Environmental protection in the European Union,2
Environmental Sciences Europe,1
Environmental Science & Technology,1
Environmental Toxicology and Chemistry,1
Environment and History,2
Environment and Planning C Politics and Space,1
Environment and Planning D Society and Space,3
Environment Development and Sustainability,1
Environments,1
Epígrafe,1
Episteme,1
EPPO Bulletin,1
ERA Forum,29
Erasmus Law Review,3
Erciyes Üniversitesi Hukuk Fakültesi Dergisi,2
Erdélyi Jogélet,4
Erdem,1
E-REVISTA INTERNACIONAL DE LA PROTECCION SOCIAL,1
Erga-Logoi Rivista di storia letteratura diritto e culture dell antichità,3
Ergebnisse der inneren Medizin und Kinderheilkunde,3
Ergebnisse der Physiologie,3
Ersatz- und Ergänzungsmethoden zu Tierversuchen,2
Erzincan Binali Yıldırım Üniversitesi Hukuk Fakültesi Dergisi,1
Esboços histórias em contextos globais,1
"Escuela Militar de Cadetes ""General Jose María Córdova"" eBooks",2
Espacio Tiempo y Forma Serie II Historia Antigua,2
Espacio Tiempo y Forma Serie III Historia Medieval,2
Espacio Tiempo y Forma Serie IV Historia Moderna,1
Espaço Jurídico Journal of Law [EJJL],5
Essays in Criticism,1
Essays in medieval studies,2
Essentials,2
Estado de Derecho Rechtsstaat,1
Estudios constitucionales,4
Estudios de Filosofía,1
Estudios Internacionales,2
Estudios Penales y Criminológicos,5
Estudios Públicos,4
Estudios Socio-Jurídicos,1
Estudis romànics,1
Estudos em Avaliação Educacional,1
Estudos Históricos (Rio de Janeiro),1
Estudos Kantianos [EK],4
Ethical economy,3
Ethical Theory and Moral Practice,1
ethic - An international Journal for Moral Phylosophy,1
Ethics and Information Technology,4
Ethics & bioethics,1
Ethics & Global Politics,2
Ethics & International Affairs,1
Ethics Medicine and Public Health,1
Ethics of science and technology assessment/Wissenschaftsethik und Technikfolgenbeurteilung,2
Ethik in der Medizin,26
Ethik in mediatisierten Welten,2
Ethnic and Racial Studies,2
Ethnicities,1
Ethnohistory,1
Ethnologia Europaea,1
Ethnology,1
Ethnopolitics,1
Ethnos,1
Études internationales,1
Études rurales,1
eucrim – The European Criminal Law Associations Forum,5
EUNOMÍA Revista en Cultura de la Legalidad,2
EUNOMÍA. Revista en Cultura de la Legalidad,2
Eurasian Journal of Music and Dance,1
Eurasian Studies,1
Eurasian studies in business and economics,1
EURASIP Journal on Embedded Systems,2
Europäisches Journal für Minderheitenfragen,6
Europa Sacra,1
European Accounting Review,1
European administrative governance,2
European and transatlantic studies,1
European Archives of Oto-Rhino-Laryngology,20
European Archives of Psychiatry and Clinical Neuroscience,1
European Business Law Review,1
European Business Organization Law Review,81
European Company and Financial Law Review,1
European Constitutional Law Review,23
European Countryside,1
Europe and the World A law review,1
European Economic Review,4
European Energy and Environmental Law Review,2
European Financial Management,2
European Food Research and Technology,29
European Historical Studies,1
European integration online papers ( EIoP ),3
European Integration Studies,4
Europeanization and globalization,4
European Journal for Education Law and Policy,1
European Journal for Security Research,5
European Journal of Applied Physiology,1
European Journal of Archaeology,3
European Journal of Biochemistry,1
European Journal of Clinical Pharmacology,2
European Journal of Comparative Law and Governance,2
European Journal of Crime Criminal Law and Criminal Justice,3
European Journal of Criminology,4
European Journal of Entomology,1
EUROPEAN JOURNAL OF ENVIRONMENTAL SCIENCES,1
European Journal of Finance,2
European Journal of Forest Research,1
European Journal of Futures Research,1
European Journal of Higher Education,2
European Journal of Industrial Relations,1
European Journal of Inorganic Chemistry,2
European Journal of Intensive Care Medicine,1
European Journal of International Law,3
European Journal of International Relations,6
European Journal of Law and Economics,18
European journal of law and technology,1
European Journal of Legal Education,1
European Journal of Lipid Science and Technology,1
European Journal of Nuclear Medicine,1
European Journal of Operational Research,1
European Journal of Organic Chemistry,3
European Journal of Pediatrics,46
European Journal of Pharmaceutics and Biopharmaceutics,1
European Journal of Philosophy,2
European Journal of Political Research,2
European Journal of Political Theory,1
European Journal of Population / Revue européenne de Démographie,1
European Journal of Risk Regulation,7
European Journal of Scandinavian Studies,1
European Journal of Social Psychology,1
European Journal of Social Security,4
European Journal of Social Theory,3
European Journal of Social Work,1
European Journal of Sociology,5
European Journal of the History of Economic Thought,2
European Journal of Wood and Wood Products,23
European Journal on Criminal Policy and Research,6
European Law Journal,11
European Pharmaceutical Law Review,1
European Planning Studies,1
European Policy Analysis,1
European Political Science,1
European Political Science Review,1
European Politics and Society,2
European Property Law Journal,2
European Review,4
European Review of Contract Law,4
European Review of Economic History,1
European Review of History Revue européenne d histoire,17
European Review of International Studies,2
European Review of Private Law/Revue européenne de droit privé/Europäische Zeitschrift für Privatrecht,3
European Romantic Review,1
European Scientific Journal ESJ,2
European Societies,1
European Sociological Review,1
European studies of population,1
European Transactions on Telecommunications,1
European Union and its neighbours in a globalized world,5
European Union Politics,1
European Urban and Regional Studies,3
European yearbook of constitutional law,5
European yearbook of international economic law,42
Europe Asia Studies,2
Evaluation,1
Evidence-Based Child Health A Cochrane Review Journal,5
Evidence-based Complementary and Alternative Medicine,1
Evropska revija za pravo osiguranja,1
Evropsko zakonodavstvo,1
Exemplaria,1
Experientia,8
Experimental Eye Research,1
Experimental Psychology (formerly Zeitschrift für Experimentelle Psychologie),1
Explorations in Economic History,7
Fachsprache,1
Faith and Philosophy,1
Familiendynamik,1
Families Systems & Health,1
Fasciculi Archaeologiae Historicae,1
Fat Studies,1
Faventia,1
Federal Sentencing Reporter,1
FEMINA POLITICA – Zeitschrift für feministische Politikwissenschaft,5
Feministische Studien,2
Feminist Legal Studies,2
FEMS Yeast Research,1
Fenestella Inside Medieval Art,1
Fermentation,1
Ferrous Metallurgy Bulletin of Scientific Technical and Economic Information,1
Fette Seifen Anstrichmittel,17
Fibre Chemistry,2
Fieser and Fieser's Reagents for Organic Synthesis,1
fi=Lapin yliopisto|en=University of Lapland| eBooks,1
Film criticism,1
Film und Bewegtbild in Kultur und Gesellschaft,1
Filozofija i drustvo,2
Financial Analysts Journal,1
Financial and monetary policy studies,5
Financial History Review,1
Financial Law Review,1
FINANCIAL REPORTING,1
Financial Theory and Practice,1
FinanzArchiv Public Finance Analysis,1
"Finanzwirtschaft, Unternehmensbewertung & Revisionswesen",1
Firenze University Press eBooks,1
First Language,1
First World War Studies,1
Fisheries,1
Fırat Üniversitesi Sosyal Bilimler Dergisi,1
Florilegium,1
Fluid Phase Equilibria,2
Folia anatomica Japonica/Folia Anatomica Japonica,2
Folia Forestalia Polonica,1
Folia Geobotanica et Phytotaxonomica,1
Folia Linguistica,1
Folia Orientalia,1
Folia Pharmacologica Japonica,1
Folia Toruniensia,1
Folia Turistica / Akademia Wychowania Fizycznego im. B. Czecha w Krakowie,1
Folklore,4
Folklore Electronic Journal of Folklore,1
FOM-Edition,3
Fondazione Bologna University Press eBooks,1
Fontes Linguae Vasconum,1
Food Chemistry,1
Food Science & Nutrition,1
Forensic Science,1
Forensic Science International,2
Forensic Science International Digital Investigation,1
Forensische Psychiatrie Psychologie Kriminologie,39
Forest and Conservation History,1
Forest Ecology and Management,2
Forest Pathology,1
Forest Policy and Economics,2
Forest Research Papers,1
Forest Systems,1
Formal Methods in System Design,1
Fornvännen,1
FORO Revista de Derecho,1
Forschungen aus Staat und Recht,10
Forschungen zur Brandenburgischen und Preußischen Geschichte,1
Forschung im Ingenieurwesen,3
Forschungsjournal Soziale Bewegungen,6
Forstwissenschaftliches Centralblatt,13
Fortschritte der Chemie Organischer Naturstoffe/Fortschritte der Chemie organischer Naturstoffe/Progress in the chemistry of organic natural products,1
Fortschritte der Kieferorthopädie,22
Fortschritte der Neurologie · Psychiatrie,1
Fortschritte der Physik,6
Fortschritte der praktischen Dermatologie und Venerologie,3
Fortschritte der Urologie und Nephrologie,1
Fortschrittsberichte über Kolloide und Polymere,4
Forum,4
Forum Arbeits- und Sozialrecht,1
Forum der Psychoanalyse,2
Forum für Verwaltungs‐ und Polizeiwissenschaft,3
Forum Kinder- und Jugendsport,1
Forum Prawnicze,1
Forum qualitative Sozialforschung,2
Fottea,1
Foundations of Computing and Decision Sciences,1
Franciscan studies,4
Franz Steiner Verlag eBooks,1
"Frauen, Gesellschaft, Kritik",1
Frauenheilkunde up2date,1
Frauen in Geschichte und Gesellschaft,5
Freiburger Geschlechterstudien/Freiburger Zeitschrift für Geschlechterstudien,1
Freie Assoziation,3
French Politics,1
Fresenius Journal of Analytical Chemistry,1
Fresenius Zeitschrift für Analytische Chemie,24
Frontiers in Behavioral Neuroscience,1
Frontiers in Digital Humanities,1
Frontiers in Ecology and the Environment,1
Frontiers in economic history,1
Frontiers in Human Neuroscience,1
Frontiers in Marine Science,1
Frontiers in Political Science,1
Frontiers in Psychiatry,3
Frontiers in Psychology,2
Frontiers in Public Health,3
Frontiers in Research Metrics and Analytics,1
Frontiers in Sustainability,1
Frühmittelalterliche Studien,1
Fuel Processing Technology,1
Fundamina,3
Fusion Engineering and Design,1
Future city,1
Future of business and finance,1
FZG – Freiburger Zeitschrift für GeschlechterStudien,1
Gabler eBooks,90
Gabler Verlag eBooks,225
Gallaudet University Press eBooks,1
Gallimard eBooks,1
Gastro-News,1
Gdańskie Studia Prawnicze,4
Geburtshilfe und Frauenheilkunde,1
Gender & History,1
Gender Issues,1
Gender studies,1
Gender Technology and Development,1
GENDER – Zeitschrift für Geschlecht Kultur und Gesellschaft,3
Genes Brain & Behavior,1
Genesis исторические исследования,1
Genocide Studies and Prevention,1
Geografiska Annaler,7
Geografiska Annaler Series B Human Geography,2
Geographica Helvetica,5
Geographical Science Research,1
Geographies of tourism and global change,1
GeoJournal,2
Geological Society London Special Publications,2
Geologische Rundschau,4
Geophysical Prospecting,1
Geopolitics,4
Geosynthetics Engineering Journal,1
Gephyra,3
Gerechter Frieden,8
Gerión Revista de Historia Antigua,9
German Economic Review,1
German History,2
German Journal of Exercise and Sport Research,3
German Journal of Human Resource Management Zeitschrift für Personalforschung,2
German Law Journal,237
German Life and Letters,2
German policy studies/Politikfeldanalyse,1
German Politics,10
German Studies Review,2
German Yearbook of International Law,1
Gerodontology,1
Gerontology,1
Geschichte im mitteleuropäischen Kontext,1
Geschichte und Ethik der Polizei und öffentlichen Verwaltung,1
Geschichte und Gesellschaft,4
Geschlecht & Gesellschaft,6
Gesellschaft der Unterschiede,40
"Gesellschaft, Wirtschaft, Politik",1
Gesta,2
Gesundheitssystemforschung,2
Gesundheits- und Sozialpolitik,1
GI-Jahrestagung,1
GIORNALE DI DIRITTO DEL LAVORO E DI RELAZIONI INDUSTRIALI,9
Giornale Italiano di Filologia,2
Gladius,1
Gladius et Scientia Revista de Seguridad del CESEG,1
Glasnik Advokatske komore Vojvodine,5
Glass and Ceramics,13
Global Constitutionalism,17
Global Discourse,1
Global dynamics of social policy,2
Global Environmental Politics,1
Globale politische Ökonomie,1
Global Europe,1
Global Europe – Basel Papers on Europe in a Global Perspective,1
Global Intellectual History,1
Globalizations,2
Global Jurist,4
Global perspectives on legal history,3
Global Policy,3
Global power shift,2
Global Review of Accounting and Finance,1
Global Social Policy,1
Global Society,1
Global Studies Quarterly,1
Global studies & theory of society,1
Gnosis Journal of Gnostic Studies,1
Godišnjak Akademije pravnih znanosti Hrvatske,5
Goethe yearbook,1
Goettingen Journal of International Law,1
Gold Bulletin,1
Gospodarka Narodowa,1
Gospodarka w praktyce i teorii/ Economy in Practice and Theory,1
Gosudarstvo i pravo,1
Göttinger juristische Schriften,4
Göttinger Kolloquien zur Digitalisierung des Zivilverfahrensrechts,2
Göttinger Schriften zum Medizinrecht,7
Göttinger Schriften zum öffentlichen Recht,3
Göttinger Studien zu den Kriminalwissenschaften,8
Governance,1
Governance and public management,4
Government and Opposition,1
Government Information Quarterly,1
Graduate Institute Publications eBooks,1
Graeco-Latina Brunensia,2
Graefe s Archive for Clinical and Experimental Ophthalmology,19
Greece and Rome,5
Grey Room,2
GRH,1
Griffith Law Review,3
Groniek,1
Grotiana,1
Ground Water,1
Group Dynamics Theory Research and Practice,1
Gruppe Interaktion Organisation Zeitschrift für Angewandte Organisationspsychologie (GIO),3
Gruppenpsychotherapie und Gruppendynamik,1
GRUR International,1
GWP – Gesellschaft Wirtschaft Politik,1
gynäkologie + geburtshilfe,1
Gynäkologische Endokrinologie,6
HABIS,1
Hacettepe hukuk fakültesi dergisi,6
Haemophilia,1
"Hague Academic Press, an imprint of T.M.C. Asser Press eBooks",1
Hague Journal on the Rule of Law,3
Hak İş Uluslararası Emek ve Toplum Dergisi,1
Halbleiter-Elektronik,1
HAL (Le Centre pour la Communication Scientifique Directe),4
Hallesche Schriften zur Betriebswirtschaft,1
Hamburger Studien zur Kriminologie,2
Hamburg studies on maritime affairs,3
Handbook of clinical neurology,1
Handbook of Combustion,1
Handbook of experimental pharmacology,1
Handbook of ferromagnetic materials,1
Handbook of Heterogeneous Catalysis,1
Handbook of the history of logic,1
Handbook of urology,2
Handbooks in philosophy,2
Handbuch der allgemeinen Pathologie,1
Handbuch der Bodenkunde,1
Handbuch der Lebensmittelchemie,5
Handbuch der medizinischen Radiologie,9
Handbuch der mikroskopischen Anatomie des Menschen,1
Handbuch der Neurochirurgie,2
Handbuch der Physik,1
Handbuch der Urologie,4
Handbuch für Bauingenieure,2
Handbuch Naturschutz und Landschaftspflege,2
Handelingen van de Koninklijke Commissie voor Toponymie en Dialectologie,2
Hans Journal of Agricultural Sciences,1
Hans Journal of Chemical Engineering and Technology,3
Hans Journal of Data Mining,1
Hans Journal of Food and Nutrition Science,1
Hans Journal of Nanotechnology,1
Harm Reduction Journal,1
Hart Publishing eBooks,2
Harvard international law journal,1
Harvard Review of Psychiatry,1
Harvard Theological Review,10
Hasanuddin Law Review,1
Haut Moyen Age,2
Haut- und Lederfehler,1
Havacılık ve Uzay Çalışmaları Dergisi,1
Health Policy,1
Hefte zur Zeitschrift Der Unfallchirurg,1
Heidelberger Jahrbücher,15
Heidelberg science library,1
Heimen,4
Heliyon,1
Helvetica Chimica Acta,45
Herald of Polotsk State University Series A Humanity sciences,1
Herald of Social Sciences,1
Herausforderungen an das Management,1
Hereditas Minariorum,1
Heredity,1
Hermann eBooks,1
Hermenéutica intercultural,1
Hesperia The Journal of the American School of Classical Studies at Athens,3
HiBiFo – Haushalt in Bildung & Forschung,1
High-Confidence Computing,1
Higher education dynamics,2
Highlights in Science Engineering and Technology,1
Hispania,2
Hispanic Research Journal,1
Histochemie,1
Histochemistry,6
Histochemistry and Cell Biology,3
Histoire,24
Histoire économie et société,1
Histoire Épistémologie Langage,1
Histoire & Sociétés Rurales,1
Historia,2
Historia Agraria Revista de agricultura e historia rural,2
Historia Constitucional,2
História do Direito,1
Historia Instituciones Documentos,1
Historia i Świat,1
HISTORIA MAGISTRA,1
Historia Mathematica,1
Historian,1
História Questões & Debates,1
História (São Paulo),1
Historia scholastica,1
Historia Slavorum Occidentis,4
Historia social,1
História Unisinos,2
Historia y Comunicación Social,2
"Historical-analytical studies on nature, mind and action",1
Historical & cultural astronomy,1
Historical Journal Of Film Radio and Television,2
Historical Materialism,1
Historical Methods A Journal of Quantitative and Interdisciplinary History,2
Historical Research,11
Historical social research,4
Historical Studies,1
Historical Studies Australia and New Zealand,1
Historica Olomucensia,2
HISTORICKÁ SOCIOLOGIE,1
Historiographies of science,1
Historische Zeitschrift,3
Historisk tidsskrift,1
History,1
History and Anthropology,4
History and Technology,1
History Compass,18
History Education Research Journal,1
Historyka Studia Metodologiczne,1
History of Education Quarterly,2
History of European Ideas,10
History of Political Economy,1
History of Psychiatry,5
History & Philosophy of the Life Sciences,1
HMD Praxis der Wirtschaftsinformatik,5
Hokengakuzasshi (JOURNAL of INSURANCE SCIENCE),1
Holocaust and Genocide Studies,1
Holocaust Education - Historisches Lernen - Menschenrechtsbildung,1
Holocaust Studies,2
Homicide Studies,1
HOMO,1
Homo Oeconomicus,1
Horticultural Research (Japan),2
Ho shakaigaku/Hōshakaigaku,1
Hrvatski ljetopis za kaznene znanosti i praksu,1
HTS Teologiese Studies / Theological Studies,1
HUFS Law Review,7
Human-computer interaction series,1
Humanities,2
HUMANITIES AND RIGHTS | GLOBAL NETWORK JOURNAL,2
Humanity,2
Human Resource Management,1
Human Rights Law Review,2
Human Rights Quarterly,3
Human Rights Review,4
Human Studies,2
Humor - International Journal of Humor Research,1
Hungarian Journal of Legal Studies,9
Huntington Library Quarterly,1
Hydrobiologia,1
Hydrological Sciences Journal,1
Hyomen Kagaku,1
ICADE Revista de la Facultad de Derecho,1
Icarus,2
i-com,1
İçtimaiyat,1
İdare Hukuku ve İlimleri Dergisi / Journal of Administrative Law and Administrative Sciences,2
Identities,1
Identity Culture and Politics,1
ID on line REVISTA DE PSICOLOGIA,1
IDP Revista de Internet Derecho y Política,1
IEEE Access,1
IEEJ Transactions on Electronics Information and Systems,1
IEEJ Transactions on Power and Energy,1
Ifaa-Edition,1
IFIP advances in information and communication technology,8
IFIP International Federation for Information Processing/IFIP,1
IG,3
IGI Global eBooks,9
IHERING CUADERNOS DE CIENCIAS JURÍDICAS Y SOCIALES,1
Ilkam Real Estate Law Review,1
Illinois Classical Studies,3
Il Nuovo Cimento,1
Il Nuovo cimento della Società italiana di fisica. B/Il Nuovo cimento B,1
Ilu Revista de Ciencias de las Religiones,1
Images The International Journal of European Film Performing Arts and Audiovisual Communication,2
Imago Mundi,2
IMISCOE research series,2
Immigrants & Minorities,2
Immunological Reviews,2
INCAS BULLETIN,1
Indiana Journal of Global Legal Studies,15
Indian Institute of Metals series,1
Indian Journal of Otolaryngology and Head & Neck Surgery,2
In die Skriflig/In Luce Verbi,5
InDret,24
Industrial Crisis Quarterly,1
Industrial Relations Journal,2
Industrielle Beziehungen Zeitschrift für Arbeit Organisation und Management,4
Infection,3
Info Onkologie,1
Informatica Economica,1
Informatics,1
Informatics and Automation,1
Informatik aktuell,1
Informatik-Fachberichte,5
Informatio,1
Information,1
Information and Software Technology,1
Information Polity,1
Informationstechnik,1
Information Systems,1
Information Systems Education Journal,1
Information Systems Journal,1
Information technology and law series/Information technology & law series,5
Ingenieur-Archiv,3
In Medias Res,4
Innovation The European Journal of Social Science Research,3
innsbruck university press eBooks,1
İnönü Üniversitesi Hukuk Fakültesi Dergisi,20
Inorganica Chimica Acta,1
Inorganic and Nuclear Chemistry Letters,1
Inorganic Chemistry,1
Inorganic reactions and methods,4
Inorganic syntheses,2
İnsan ve Toplum Bilimleri Araştırmaları Dergisi,1
Insectes Sociaux,1
Insects,1
INSTAND-Schriftenreihe,1
Institute for Local Self-Government Maribor eBooks,1
Institute of Latin American Studies,1
Instituto Jurídico da Faculdade de Direito Universidade de Coimbra eBooks,1
InTech eBooks,3
IntechOpen eBooks,11
Integrated Environmental Assessment and Management,1
Integrative Psychological and Behavioral Science,1
Inteligencia y Seguridad,1
Intellectual History Review,3
Intelligence,1
Intelligence & National Security,1
intensiv,2
Intensivmedizinisches Seminar,2
Intensivmedizin up2date,1
interalia a journal of queer studies,1
Intercultural Communication,1
Interdisciplinary studies in human rights,19
Interdisziplinäre Anthropologie,1
Interdisziplinäre Beiträge zu Medizin und Recht,1
Interdisziplinäre Gastroenterologie,1
Interdisziplinäre Managementforschung,1
Intereconomics,2
InterEULawEast journal for the international and european law economics and market integrations,3
Interface Focus,1
Internal and Emergency Medicine,1
International and Comparative Law Quarterly,29
International Archives of Occupational and Environmental Health,10
International Communication Gazette,1
International Community Law Review,1
International Comparative Jurisprudence,3
International Conference on Applied Electronics,1
International Conference on Embedded Wireless Systems and Networks,1
International Congress Series,1
International Criminal Justice Review,1
International criminal justice series,35
International Criminal Law Review,2
International Cybersecurity Law Review,7
International Data Privacy Law,1
Internationale Revue der gesamten Hydrobiologie und Hydrographie,5
Internationales Archiv für Sozialgeschichte der deutschen Literatur,1
International human rights,1
International Insolvency Review,1
International Joint Conference on Artificial Intelligence,1
International Journal for Court Administration,1
International Journal for Crime Justice and Social Democracy,1
International Journal for Numerical Methods in Engineering,3
International Journal for the Semiotics of Law - Revue internationale de Sémiotique juridique,19
International Journal for the Study of the Christian Church,3
International Journal of 3D Printing Technologies and Digital Industry,1
