"source_id","display_name","works_count","cited_by_count","law_and_de","source_type"
S4306512292,Holz-Zentralblatt : unabhängiges Organ für die Forst- und Holzwirtschaft,168,54,2,journal
S4306512332,Hors collection,6626,722,1,journal
S4306512364,Hrvatska i komparativna javna uprava : časopis za teoriju i praksu javne uprave,574,304,2,journal
S4306512376,Hrvatski ljetopis za kazneno pravo i praksu,519,172,1,journal
S4306512381,H-Soz-u-Kult,119,42,1,journal
S4306512382,H-Soz-u-Kult,129,70,2,journal
S4306512388,html,1050,3,1,journal
S4306512389,HTML-Referenz,441,7,1,journal
S4306512441,Huffington Post,375,36,1,journal
S4306512480,Human Right and Justice,1100,26,46,journal
S4306512489,Hum : časopis Filozofskog fakulteta Sveučilišta u Mostaru,185,17,1,journal
S4306512506,HWWI Policy Papers,112,48,3,journal
S4306512507,HWWI Research Papers,118,144,1,journal
S4306512522,Hyonsang-gwa-Insik,240,58,1,journal
S4306512528,IAB-Forschungsbericht,190,221,1,journal
S4306512610,IBES Diskussionsbeiträge,104,79,6,journal
S4306512680,ICOMOS – Hefte des Deutschen Nationalkomitees,827,90,1,journal
S4306512877,IfM-Materialien,140,163,2,journal
S4306512880,ifo Dresden berichtet,1462,502,24,journal
S4306512881,ifo Forschungsberichte,112,55,6,journal
S4306512882,Ifo-Schnelldienst,4223,3520,168,journal
S4306512903,IIC - international review of intellectual property and competition law,115,650,6,journal
S4306513043,IMAGE. Zeitschrift für interdisziplinäre Bildwissenschaft,323,133,1,journal
S4306513103,"Index : quaderni camerti di studi romanistici, international survey of roman law",730,187,10,journal
S4306513104,India | Asian Encyclopedia of Law,1089,22,2,journal
S4306513162,Indret: Revista para el Análisis del Derecho,761,306,1,journal
S4306513180,Industrie Anzeiger,130,15,2,journal
S4306513181,Industrie-Anzeiger,68,15,3,journal
S4306513182,Industriearmaturen,60,4,1,journal
S4306513197,INEF-Report,99,384,4,journal
S4306513225,Info M,97,10,2,journal
S4306513227,infomed-screen,340,0,2,journal
S4306513233,Información Filosófica,164,31,1,journal
S4306513247,Informatica e diritto,650,222,3,journal
S4306513253,Informática y derecho: Revista iberoamericana de derecho informático,314,47,1,journal
S4306513255,Informatie Professional,100,18,1,journal
S4306513257,Informatiktage,318,309,7,journal
S4306513265,Informationen zur Raumentwicklung,253,269,3,journal
S4306513272,Informationsblatt Landschaft,116,118,1,journal
S4306513275,Informationsdienst Soziale Indikatoren,193,585,3,journal
S4306513309,Inform. Forsch. Entwickl.,155,282,3,journal
S4306513311,INFOS,351,190,7,journal
S4306513373,InHa Law Review,342,33,10,journal
S4306513573,Intellectual Property Brief,106,54,1,journal
S4306513574,Intellectuele Eigendom & Reclamerecht,103,1,5,journal
S4306513607,interculture journal: Online Zeitschrift für interkulturelle Studien,238,173,1,journal
S4306513636,Intermediair,141,20,1,journal
S4306513846,Internationale katholische Zeitschrift Communio,145,12,3,journal
S4306513847,Internationale Kirchliche Zeitschrift,50,4,4,journal
S4306513851,Internationales Asienforum,441,393,2,journal
S4306513852,Internationales Jahrbuch des deutschen Idealismus = International Yearbook of German Idealism,68,115,3,journal
S4306513854,Internationales Steuerrecht,98,22,27,journal
S4306513856,Internationale Zeitschrift der Landwirtschaft,135,5,1,journal
S4306514213,Internetowy Przegląd Prawniczy TBSP UJ,220,43,1,journal
S4306514281,"Inversión: el semanario líder de bolsa, economía y gestión de patrimonios",4178,8,1,journal
S4306514366,IPRax: Praxis des Internationalen Privat- und Verfahrensrechts,950,272,538,journal
S4306514450,ISBN,1178,571,13,journal
S4306514527,ISSN: N/A,122,187,1,journal
S4306514551,İstanbul Üniversitesi Hukuk Fakültesi Mecmuası,1619,447,6,journal
S4306514558,İstanbul Üniversitesi Siyasal Bilgiler Fakültesi Dergisi,402,19,1,journal
S4306514657,Iura: rivista internazionale di diritto romano e antico,242,40,5,journal
S4306514661,Ius Canonicum,1552,166,15,journal
S4306514663,Ius ecclesiae,738,642,2,journal
S4306514664,Ius Ecclesiae,518,19,2,journal
S4306514666,ius gentium,153,13,1,journal
S4306514685,IVM Report,609,1512,1,journal
S4306514695,IW-Kurzberichte,174,30,9,journal
S4306514699,IW policy papers,145,110,5,journal
S4306514700,IWP Ordnungspolitischer Kommentar,151,33,18,journal
S4306514701,IW-Reports,185,89,12,journal
S4306514704,IW-Trends - Vierteljahresschrift zur empirischen Wirtschaftsforschung,325,730,1,journal
S4306514705,IW-Trends – Vierteljahresschrift zur empirischen Wirtschaftsforschung,198,118,1,journal
S4306514732,IZA Research Reports,139,392,8,journal
S4306514733,IZGOnZeit. Onlinezeitschrift des Interdisziplinären Zentrums für Geschlechterforschung (IZG),104,40,4,journal
S4306514786,Jahrbuch der Akademie der Wissenschaften in Göttingen,29,8,2,journal
S4306514788,Jahrbuch der Österreichischen Byzantinistik,746,1082,4,journal
S4306514791,Jahrbuch des Römisch-Germanischen Zentralmuseums Mainz,407,633,2,journal
S4306514793,Jahrbuch für Antike und Christentum,133,169,1,journal
S4306514795,Jahrbuch für Christliche Sozialwissenschaften,850,289,64,journal
S4306514803,Jahresschrift für mitteldeutsche Vorgeschichte,116,60,1,journal
S4306514805,Jakin,380,53,1,journal
S4306514806,Jakingarriak,308,13,1,journal
S4306514817,Jano: Medicina y humanidades,6035,652,1,journal
S4306514943,Jeleniogórskie Centrum Informacji i Edukacji Regionalnej - Książnica Karkonoska,358,0,1,journal
S4306514958,Jesus,333,0,2,journal
S4306514970,Jezik: časopis za kulturu hrvatskoga književnog jezika,436,36,2,journal
S4306515051,JIPITEC,178,586,5,journal
S4306515194,Journal d'actualité des droits européens,531,4,8,journal
S4306515235,Journal Exit-Deutschland. Zeitschrift für Deradikalisierung und demokratische Kultur,126,96,2,journal
S4306515247,Journal für Ernährungsmedizin,200,257,1,journal
S4306515248,Journal für Fertilität und Reproduktion,144,126,1,journal
S4306515251,Journal für Kulturpflanzen,487,453,6,journal
S4306515252,Journal für Kunstgeschichte,430,165,1,journal
S4306515255,Journal für Psychologie,562,1325,2,journal
S4306515259,Journal für Urologie und Urogynäkologie,412,205,4,journal
S4306515265,journal.kommunikation-medien,168,10,5,journal
S4306515285,Journal of Advanced Navigation Technology,181,53,1,journal
S4306515649,Journal of Industrial Property,429,29,3,journal
S4306515728,Journal of Korea Infomation Law,243,17,2,journal
S4306515742,Journal of Korean Competition Law,241,6,7,journal
S4306515824,Journal of Labour Law,434,26,19,journal
S4306515830,Journal of Law,517,23,14,journal
S4306515838,JOURNAL OF LEGISLATION RESEARCH,244,7,11,journal
S4306515973,Journal of Police & Law,239,8,30,journal
S4306515987,Journal of Private Case Law Studies,227,0,20,journal
S4306515988,Journal of Private Law,216,0,27,journal
S4306516073,Journal of social security law,262,109,1,journal
S4306516514,Jura Falconis,91,32,1,journal
S4306516518,"Jurídica (México, D.F.)",141,29,1,journal
S4306516521,JURIS,551,5,18,journal
S4306516529,Jurisprudentie Arbeidsrecht,123,2,1,journal
S4306516530,Jurisprudentie Bestuursrecht,1027,3,12,journal
S4306516531,Jurisprudentie Burgerlijk Procesrecht,189,1,1,journal
S4306516534,Jurisprudentie personen- en familierecht,221,0,3,journal
S4306516536,Jurisprudentie Vreemdelingenrecht,407,0,3,journal
S4306516538,Jurist,579,76,3,journal
S4306516539,Juristen,164,18,1,journal
S4306516540,Juristische Blätter,139,6,84,journal
S4306516541,JuS. Juristische Schulung,81,21,45,journal
S4306516791,Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,392,1056,1,journal
S4306517198,Jus: Juristische Schulung,1487,261,1030,journal
S4306517211,JuWissBlog,630,22,265,journal
S4306517245,Kaiun = 海運 : 総合物流情報誌,268,0,1,journal
S4306517261,Kampf dem Laerm,163,9,3,journal
S4306517268,Kant e-Prints,271,100,1,journal
S4306517296,Kartoffelbau,138,33,1,journal
S4306517297,Kartoffelbau : die Fachzeitschrift für Spezialisten,257,74,2,journal
S4306517324,Katechetische Blätter,233,11,3,journal
S4306517376,Kernforschungszentrum Karlsruhe,60,89,1,journal
S4306517411,Kiel Policy Brief,116,51,1,journal
S4306517458,KlBer,280,42,2,journal
S4306517460,Kleintierzucht in Forschung und Lehre,94,6,3,journal
S4306517507,KOF Analysen,256,58,2,journal
S4306517508,KOF Studies,190,126,1,journal
S4306517522,Komplexe Dynamiken globaler und lokaler Entwicklungen. Verhandlungen des 39. Kongresses der Deutschen Gesellschaft für Soziologie in Göttingen 2018.,181,19,4,journal
S4306517587,Korea Law Review,642,104,57,journal
S4306517605,Korean Corruption Studies Review,252,13,1,journal
S4306517610,Korean Forum on International Trade and Business Law,165,11,4,journal
S4306517613,Koreanische Zeitschrift fuer Deutschunterricht,649,4,6,journal
S4306517653,Korean Journal of Criminal Case Studies,135,1,11,journal
S4306517667,Korean Journal of Family Law,335,31,17,journal
S4306517692,Korean Journal of Law & Society,169,8,4,journal
S4306517728,Korean Journal of Probation,116,16,3,journal
S4306517733,korean Journal of Public Safety and Criminal Justice,522,133,3,journal
S4306517754,Korean Journal of Victimology,316,66,9,journal
S4306517756,Korean Juvenile Protection Review,304,50,1,journal
S4306517768,Korean New Testament Studies,460,3,1,journal
S4306517771,Korean Police Studies Review,774,154,3,journal
S4306517786,Korean Social Security Studies,509,376,1,journal
S4306517822,KPM,101,0,10,journal
S4306517823,KRAFTFAHRZEUGTECHNIK,209,3,3,journal
S4306517825,Kraftfutter / Feed magazine,77,9,2,journal
S4306517826,Krakowskie Studia Międzynarodowe,559,173,3,journal
S4306517827,Krakowskie Studia Międzynarodowe : [czasopismo Krakowskiej Szkoły Wyższej im. Andrzeja Frycza Modrzewskiego],188,103,1,journal
S4306517829,Krankenhauspharmazie,9,6,1,journal
S4306517837,kritische berichte - Zeitschrift für Kunst- und Kulturwissenschaften,1070,308,10,journal
S4306517857,KTS: Zeitschrift für Insolvenzrecht,222,25,135,journal
S4306517871,KULT_online,320,7,3,journal
S4306517878,KulturGut : aus der Forschung des Germanischen Nationalmuseums,215,2,1,journal
S4306517881,"Kultur und Gesellschaft: gemeinsamer Kongreß der Deutschen, der Österreichischen und der Schweizerischen Gesellschaft für Soziologie, Zürich 1988 ; Beiträge der Forschungskomitees, Sektionen und Ad-hoc-Gruppen",334,118,10,journal
S4306517895,"Kunstchronik. Monatsschrift für Kunstwissenschaft, Museumswesen und Denkmalpflege",194,29,1,journal
S4306517913,K&uuml;nstliche Intell.,1208,7789,26,journal
S4306517925,Kwartalnik Klasyczny,49,6,1,journal
S4306517937,Kwietnik,1578,12,1,journal
S4306517942,Kyudai-hogaku,56,0,6,journal
S4306517956,Labeo: rassegna di diritto romano,246,163,1,journal
S4306517976,LABOR LAW REVIEW,254,16,1,journal
S4306517989,"La Critica. Rivista di letteratura, storia e filosofia diretta da B. Croce",2125,569,5,journal
S4306518003,LAERMBEKAEMPFUNG,139,6,4,journal
S4306518027,Lakimies,172,31,1,journal
S4306518084,Landbauforschung Völkenrode : FAL agricultural research,1374,1749,14,journal
S4306518090,LAND LAW REVIEW,277,6,13,journal
S4306518102,Landwirtschaftliches Wochenblatt für Westfalen und Lippe : Amtsbl. d. Landwirtschaftskammer Westfalen-Lippe,154,1,6,journal
S4306518127,L'Antiquite Classique,412,203,1,journal
S4306518128,L'antiquité classique,292,68,1,journal
S4306518129,L'Antiquité Classique,17968,6124,86,journal
S4306518205,La Semaine juridique. Edition générale/La Semaine juridique. G/La Semaine juridique. Édition générale,3930,190,1,journal
S4306518253,La Toga,1141,58,1,journal
S4306518254,Latomus: revue d'études latines,972,1793,1,journal
S4306518283,La Vie des idées.fr/La Vie des idées,1879,288,1,journal
S4306518288,Lavoro e diritto,917,315,1,journal
S4306518295,LAW & TECHNOLOGY,278,0,1,journal
S4306518320,Leaven,1133,106,1,journal
S4306518366,Legal Abbreviations and Acronyms,177,65,1,journal
S4306518367,Legal Concept,305,1,1,journal
S4306518379,Legislación Española | Noticias Jurídicas,288,110,1,journal
S4306518406,Le langage et l'homme: Revue de didactique du français,481,143,3,journal
S4306518429,lendemains,189,3,1,journal
S4306518430,Lendemains - Etudes comparées sur la France,371,46,2,journal
S4306518467,Lernort Gemeinde,137,1,2,journal
S4306518538,L'Espace géographique,1127,2398,1,journal
S4306518560,"LĚTOPIS. Zeitschrift für sorbische Sprache, Geschichte und Kultur. Časopis za rěč, stawizny a kulturu Łužiskich Serbow",129,17,3,journal
S4306518592,Levende Talen Magazine,1686,259,1,journal
S4306518604,"Lexis: Poética, retórica e comunicaciones nella tradizione classica",293,184,1,journal
S4306518605,Lex nova: La revista,382,31,1,journal
S4306518609,Leyes Españolas,19558,566,10,journal
S4306518623,Liberaal Reveil,94,6,1,journal
S4306518635,Library of Congress. Congressional Research Service,11067,2245,1,journal
S4306518661,LICHT,130,6,2,journal
S4306518669,Life and school : journal for the theory and practice of education  = Leben und schule,160,120,1,journal
S4306518684,LIMBA ȘI LITERATURA – REPERE IDENTITARE ÎN CONTEXT EUROPEAN,125,2,1,journal
S4306518757,Linguistische Treffen in Wrocław,77,17,1,journal
S4306518759,Lingwistyka Stosowana / Applied Linguistics / Angewandte Linguistik,226,407,3,journal
S4306518790,Literaturstraße. Chinesisch-deutsche Zeitschrift für Sprach- und Literaturwissenschaft,121,9,1,journal
S4306518849,Logistics Journal : Proceedings,141,111,2,journal
S4306518870,London review of books,3169,1591,2,journal
S4306518891,LPI,17165,25049,1,journal
S4306518973,Lutherische Monatshefte,968,43,48,journal
S4306518976,Luxemburger Wort,104,1,5,journal
S4306518980,LWDA,200,291,1,journal
S4306518998,MacEwan University Student Research Proceedings,214,38,1,journal
S4306519016,Madrider Mitteilungen,1098,1759,2,journal
S4306519033,Magazin erwachsenenbildung.at,227,117,2,journal
S4306519034,Magazin Erwachsenenbildung.at,363,302,3,journal
S4306519052,MAGKS Papers on Economics,356,276,1,journal
S4306519198,Manuskripte aus den Instituten für Betriebswirtschaftslehre der Universität Kiel,301,704,5,journal
S4306519233,Markt & Mededinging,587,86,8,journal
S4306519257,Maschinenbautechnik,25,15,1,journal
S4306519258,Maschinenmarkt,192,31,1,journal
S4306519297,Materiali per una storia della cultura giuridica,666,211,2,journal
S4306519299,Materialpruefung,120,17,1,journal
S4306519359,Matsuyama University review,100,3,1,journal
S4306519371,MBEES,117,294,3,journal
S4306519373,MBMV,436,602,1,journal
S4306519416,Meddelanden fran Lunds Astronomiska Observatorium Serie I,107,198,1,journal
S4306519461,Mediaforum,455,47,5,journal
S4306519577,Medien-Sachverständiger,125,0,14,journal
S4306519578,medienwissenschaft: rezensionen,770,50,13,journal
S4306519579,Medienwissenschaft,5246,342,36,journal
S4306519611,Medisch contact,545,214,2,journal
S4306519745,Mensch &amp; Computer,370,356,4,journal
S4306519746,Mensch &amp; Computer Workshopband,942,728,20,journal
S4306519747,Mens en Maatschappij,1794,1749,2,journal
S4306519822,"Methoden, Daten, Analysen (mda)",101,553,1,journal
S4306519862,Mezinárodní vztahy,1024,274,5,journal
S4306519920,Migration und Soziale Arbeit,298,47,6,journal
S4306519932,Milieu en Recht,226,26,1,journal
S4306519935,Milieu & Recht,218,31,2,journal
S4306519937,Militair Rechtelijk Tijdschrift,117,13,2,journal
S4306519999,MiPul,117,9,2,journal
S4306520031,MitAG,1301,89,3,journal
S4306520037,Mitteilungen aus dem Germanischen Nationalmuseum,394,9,2,journal
S4306520038,Mitteilungen aus dem Institut für Maschinenwesen der Technischen Universität Clausthal,556,85,14,journal
S4306520039,Mitteilungen aus der Arbeitsmarkt- und Berufsforschung,1088,4215,19,journal
S4306520042,Mitteilungen der Astronomischen Gesellschaft Hamburg,1847,208,11,journal
S4306520045,Mitteilungen der Carl Justi-Vereinigung,263,28,3,journal
S4306520049,Mitteilungen der Deutschen Gesellschaft für Archäologie des Mittelalters und der Neuzeit,834,171,3,journal
S4306520050,Mitteilungen der Deutschen Landwirtschafts-Gesellschaft,326,19,6,journal
S4306520052,Mitteilungen der Fränkischen Geographischen Gesellschaft,459,173,10,journal
S4306520053,Mitteilungen der Gesellschaft für Didaktik der Mathematik,570,315,10,journal
S4306520055,Mitteilungen der Nikolai-Hauptsternwarte zu Pulkowo,240,3,1,journal
S4306520064,Mittelalter – Moyen Âge (500–1500),77,102,1,journal
S4306520065,Mittellateinisches Jahrbuch: internationale Zeitschrift für Mediävistik,384,141,1,journal
S4306520066,Mittheilungen des Vereins für Erdkunde zu Halle/S.,236,14,3,journal
S4306520067,MitVS,146,20,3,journal
S4306520080,MKWI,150,237,2,journal
S4306520085,MMB,106,341,1,journal
S4306520100,MNSSA,1005,423,1,journal
S4306520108,Modellierung,262,843,5,journal
S4306520119,Moderní dějiny: sborník k dějinám 19. a 20. století (Modern History: Studies into 19th and 20th century history),101,2,1,journal
S4306520161,MOM Éditions,761,498,1,journal
S4306520169,MonatsAnzeiger / Germanisches Nationalmuseum Nürnberg,968,19,8,journal
S4306520172,Monatsschrift für Deutsches Recht: MDR,125,4,72,journal
S4306520198,Monographien,938,854,31,journal
S4306520203,montage AV. Zeitschrift für Theorie und Geschichte audiovisueller Kommunikation,371,505,2,journal
S4306520206,Montana Law Review Online,131,0,1,journal
S4306520280,Motortechnische Zeitschrift,370,423,1,journal
S4306520296,MPISG Engagements,114,1,1,journal
S4306520297,MPRA Paper,34117,32648,1,repository
S4306520326,Mühle + Mischfutter,188,15,1,journal
S4306520347,Münchener Theologische Zeitschrift,4399,3253,118,journal
S4306520348,Münchener Theologische Zeitschrift : MThZ,120,31,1,journal
S4306520358,Mundo Linux: Sólo programadores Linux,899,13,1,journal
S4306520367,Munispace – čítárna Masarykovy univerzity,601,196,1,journal
S4306520368,Münstersche Beiträge zur Antiken Handelgeschichte,130,633,2,journal
S4306520428,Nachrichten aus Niedersachsens Urgeschichte,653,87,4,journal
S4306520430,Nachrichtenblatt des Deutschen Pflanzenschutzdienstes,1382,2195,5,journal
S4306520432,Nachrichten - Forschungszentrum Karlsruhe,248,79,2,journal
S4306520435,"Nachrichten von der Gesellschaft der Wissenschaften zu Göttingen, Mathematisch-Physikalische Klasse",152,4427,2,journal
S4306520436,Nachrichtsblatt der Deutschen Malakozoologischen Gesellschaft.,413,362,4,journal
S4306520448,NAHVERKEHR,289,42,26,journal
S4306520481,Narodna umjetnost : hrvatski časopis za etnologiju i folkloristiku,1051,600,2,journal
S4306520525,Nasze Akwarium. Miesięcznik Miłośników i Hodowców Ryb,393,0,1,journal
S4306520538,"National Common Minimum Programme, Delhi Master Plan Monitor",169,29,1,journal
S4306520598,"0028-0615",901,89,7,journal
S4306520599,Naturwissenschaftliche Rundschau,71,114,1,journal
S4306520632,Navigationen - Zeitschrift für Medien- und Kulturwissenschaften,190,209,2,journal
S4306520635,Nawozy i Nawożenie,223,483,1,journal
S4306520676,Nederlands Dagblad,480,4,4,journal
S4306520678,Nederlandse jurisprudentie,406,1,1,journal
S4306520679,Nederlandse Jurisprudentie,1092,20,4,journal
S4306520684,Nederlandsch juristenblad/Nederlands juristenblad,2273,709,21,journal
S4306520687,Nederlands tandartsenblad,159,93,2,journal
S4306520691,Nederlands Tijdschrift voor Bestuursrecht,335,96,5,journal
S4306520692,Nederlands Tijdschrift voor Burgerlijk Recht,509,116,8,journal
S4306520698,Nederlands Tijdschrift voor Fiscaal Recht,441,6,1,journal
S4306520705,Nederlands-Vlaams tijdschrift voor mediation en conflictmanagement,555,66,5,journal
S4306520735,Neue deutsche Literatur,736,40,5,journal
S4306520736,Neue Juristische Wochenschrift: NJW,5252,2258,2917,journal
S4306520738,Neuere Deutsche Literatur,152,2,2,journal
S4306520742,NEUE ZEITSCHRIFT FUER VERWALTUNGSRECHT,106,16,67,journal
S4306520743,NZG. Neue Zeitschrift für Gesellschaftsrecht,456,137,187,journal
S4306520745,Neue Zeitschrift für Strafrecht,444,264,226,journal
S4306520797,New Mexico | Encyclopedia of Law,301,15,1,journal
S4306520806,Newsletter Menschenrechte,355,13,102,journal
S4306520903,NJCM-bulletin: Nederlands tijdschrift voor de mensenrechten,102,2,2,journal
S4306520905,NLFiscaal,261,0,1,journal
S4306520925,NomoK@non,155,7,22,journal
S4306520949,Noorderbreedte,108,14,1,journal
S4306520995,North East Linguistics Society,675,11328,1,journal
S4306521011,Notarius,113,141,1,journal
S4306521088,Novum: das Forum für Kommunikations-Design,811,1,12,journal
S4306521107,Nr. 1,181,299,5,journal
S4306521108,Nr. 2,183,202,4,journal
S4306521109,Nr. 3,116,155,1,journal
S4306521111,NRC Handelsblad,960,81,1,journal
S4306521112,NRC-Handelsblad,219,8,2,journal
S4306521122,NTFR Beschouwingen,58,8,1,journal
S4306521174,"Nueva revista de política, cultura y arte/Nueva revista de política, cultura y arte",1854,395,1,journal
S4306521265,NYLS Law Review,516,1053,1,journal
S4306521266,NZV - NEUE ZEITSCHRIFT FUER VERKEHRSRECHT,157,14,78,journal
S4306521267,NZV NEUE ZEITSCHRIFT FUER VERKEHRSRECHT,346,49,197,journal
S4306521269,O Alferes,301,41,4,journal
S4306521274,o-bib. Das offene Bibliotheksjournal / Herausgeber VDB,109,82,5,journal
S4306521275,o-bib. Das offene Bibliotheksjournal / herausgegeben vom VDB,109,57,9,journal
S4306521279,Obnovljeni život : časopis za filozofiju i religijske znanosti,1090,39,1,journal
S4306521344,Odgojne znanosti,142,172,1,journal
S4306521373,OESTERREICHISCHE ZEITSCHRIFT FUER VERKEHRSWISSENSCHAFT,122,1,23,journal
S4306521376,OEVG SPEZIAL,125,1,8,journal
S4306521415,"Oil, Gas & Energy Law",387,555,1,journal
S4306521430,Ökumenische Rundschau,105,11,4,journal
S4306521431,Ökumenisches Forum,153,3,5,journal
S4306521473,Onderneming en Financiering,686,19,3,journal
S4306521474,Ondernemingsrecht,963,352,8,journal
S4306521503,Online Shop,2,0,1,journal
S4306521512,Onze Alma Mater,104,32,1,journal
S4306521517,O papel,1421,338,1,journal
S4306521520,Opción - ITAM,190,3,1,journal
S4306521526,Openbaar Bestuur,170,247,3,journal
S4306521527,"Openbaar Bestuur. Tijdschrift voor Beleid, Organisatie en Politiek",103,4,1,journal
S4306521609,Opus musicum,164,12,1,journal
S4306521627,Ordnung der Wissenschaft,161,29,67,journal
S4306521668,OR informatie,96,1,13,journal
S4306521669,OR Informatie,75,0,1,journal
S4306521673,Orion: Zeitschrift f&uuml;r Amateur-Astronomie,718,24,6,journal
S4306521727,Österreichisches Archiv für Recht & Religion,15,1,4,journal
S4306521728,Österreichisches Religionspädagogisches Forum,150,31,2,journal
S4306521733,Österr. Religionspädagogisches Forum,300,18,5,journal
S4306521734,OSTIV Publications,128,43,1,journal
S4306521735,Ostkirchliche Studien,27,1,1,journal
S4306521824,Other publications TiSEM,2687,2168,1,journal
S4306521836,"Otto Eisenlohr Rice Institute letters, 1915-1921, MS 536. Woodson Research Center, Fondren Library, Rice University (preferred citation). Contact info: woodson@rice.edu",180,0,1,journal
S4306521838,Ouderlingenblad,102,3,1,journal
S4306521863,Oxford Bibliographies Online Datasets,5695,1,1,repository
S4306521886,PÃ¤dagogische Korrespondenz,301,268,1,journal
S4306521958,PAN Biblioteka Kórnicka,1436,462,1,journal
S4306521963,PAN-KOREAN PHILOSOPHY,728,18,4,journal
S4306521965,Panopticon,957,711,6,journal
S4306521966,PANOPTICON,316,207,1,journal
S4306521988,Papel Politico,244,261,1,journal
S4306522016,Papers on Strategic Interaction,71,497,1,journal
S4306522034,Paradoks Ekonomi Sosyoloji ve Politika Dergisi,110,46,1,journal
S4306522165,Pedagogijska istraživanja,422,307,1,journal
S4306522260,Pensioen jurisprudentie,187,0,1,journal
S4306522261,Pensioen & Praktijk,147,1,2,journal
S4306522296,Periodica de re canonica,267,91,1,journal
S4306522305,PERIPHERIE – Politik • Ökonomie • Kultur,198,287,2,journal
S4306522313,Personal Finance Newsletter,1570,20,1,journal
S4306522314,Personalhistorisk tidsskrift,1122,37,1,journal
S4306522316,Persona y derecho: Revista de fundamentación de las Instituciones Jurídicas y de Derechos Humanos,481,209,3,journal
S4306522422,PhDT,71080,81379,1,repository
S4306522440,Philippine Studies: Historical and Ethnographic Viewpoints,2342,2352,1,journal
S4306522448,"Philosophia , Journal of Korean Philosophical Society",488,14,1,journal
S4306522451,Philosophical Investigation,335,15,1,journal
S4306522683,Podravina : časopis za multidisciplinarna istraživanja,374,70,2,journal
S4306522703,Polen-Analysen,352,0,35,journal
S4306522740,Política Criminal: Revista Electrónica Semestral de Políticas Públicas en Materias Penales,105,148,5,journal
S4306522759,Politička misao : časopis za politologiju,2451,1491,2,journal
S4306522772,Politiques et management public,1494,4032,1,journal
S4306522775,POLIZEI TECH VERKEHR,200,8,1,journal
S4306522776,POLIZEI VERKEHR TECHNIK,238,4,29,journal
S4306522777,POLIZEI VERKEHR + TECHNIK,511,18,199,journal
S4306522793,Polskie Forum Psychologiczne,240,352,1,journal
S4306522876,Postępy Fizyki,850,69,1,journal
S4306522965,Prace Naukowe Akademii Ekonomicznej we Wrocławiu,9491,1278,6,journal
S4306522967,Prace Naukowe Akademii Ekonomicznej we Wrocławiu. Ekonomia i Międzynarodowe Stosunki Gospodarcze,249,15,1,journal
S4306522986,Prace Naukowe Instytutu Górnictwa Politechniki Wrocławskiej. Konferencje,727,227,1,journal
S4306523066,Pravnik : časopis za pravna i društvena pitanja,335,111,1,journal
S4306523071,Pravni vjesnik : časopis za pravne i društvene znanosti Pravnog fakulteta Sveučilišta J.J. Strossmayera u Osijeku,258,47,10,journal
S4306523076,Prawo,168,14,17,journal
S4306523081,Praxis des Neusprachlichen Unterrichts,169,10,1,journal
S4306523083,Praxis Gemeindepädagogik,120,1,1,journal
S4306523176,Principal,1323,5483,1,journal
S4306523200,Prison Service journal/Prison service journal,97,284,1,journal
S4306523531,Proceedings of the 14th EURALEX International Congress,146,315,1,journal
S4306523957,Proceedings of the American Philosophical Society: Held at Philadelphia for Promoting Useful Knowledge,746,1808,1,journal
S4306524012,Proceedings of the annual convention,1618,675,1,journal
S4306524377,Proceedings of the XXIII World Congress of Philosophy,1781,0,3,book series
S4306524379,Proceedings of the XXII World Congress of Philosophy,1257,0,1,book series
S4306524417,"Proceedings ""Schriften der Gesellschaft fÃ¼r Wirtschafts- und Sozialwissenschaften des Landbaues e.V.""",829,218,35,journal
S4306524418,Proceedings “Schriften der Gesellschaft für Wirtschafts- und Sozialwissenschaften des Landbaues e.V.”,612,343,8,journal
S4306524441,PROCES,257,89,2,journal
S4306524474,Profesinis rengimas: tyrimai ir realijos,112,16,1,journal
S4306524536,PROJEKTMANAGEMENT AKTUELL,454,110,3,journal
S4306524548,Pro Memorie,83,6,2,journal
S4306524722,"Prospectus, School Of Planning And Architecture",110,9,1,journal
S4306524730,Pro tempore : časopis studenata povijesti,240,18,1,journal
S4306524739,Protokole zur Bibel/Protokolle zur Bibel,81,9,1,journal
S4306524773,Przegląd Historyczny : dwumiesięcznik naukowy,1360,1543,3,journal
S4306524794,Przegląd Prawa i Administracji,284,82,1,journal
S4306524878,PsycEXTRA Dataset,349114,923,23,repository
S4306524909,Psychologie und Geschichte,210,203,1,journal
S4306524910,Psychologie und Gesellschaftskritik,545,516,9,journal
S4306524922,PsycTESTS Dataset,77214,604,5,repository
S4306524932,Ptaki. Biuletyn Ogólnopolskiego Towarzystwa Ochrony Ptaków,244,79,1,journal
S4306524948,PublicacionesDidácticas,563,22,1,journal
S4306524978,Publications de l'École Française de Rome,2444,2487,2,journal
S4306524983,Publications Doc Du Juriste,12092,1092,1,journal
S4306524984,Publications Docs-en-stock.com,24079,3524,5,journal
S4306524990,"Publications of Darmstadt Technical University, Institute for Business Studies (BWL)",3232,1754,107,repository
S4306525005,Publications Pimido,17361,838,1,journal
S4306525014,Public finance,940,6447,1,journal
S4306525021,Visuomenes saugumas ir viesoji tvarka/Visuomenės saugumas ir viešoji tvarka,384,54,1,journal
