"citing_keyword","item_cnt"
"{""Civil liberties"",""Legal Consciousness"",Phenomenon}",1
"{""Civil liberties"",""Surveillance Law""}",1
"{""Civil Liberties"",""Fundamental Rights"",""Human Rights""}",1
"{""Civil-Military Relations""}",1
"{""Civil-Military Relations"",Deportation,""Humanitarian Intervention"",""International Criminal Law"",""International Humanitarian Law"",""International Law""}",1
"{""Civil-Military Relations"",""Military Contractors"",""Peacekeeping Operations""}",1
"{""Civil Religion""}",1
"{""Civil service"",""Public Management Reform""}",1
"{""Civil society"",""Collaborative governance"",""Global governance"",Governance,""Stakeholder engagement""}",1
"{""Civil society"",Declaration,""Divergence (linguistics)"",""Information Warfare""}",1
"{""Civil society"",Democracy,""Global Governance"",Governance}",1
"{""Civil society"",""Global governance"",Governance,Scrutiny}",1
"{""Civil society"",""Global Governance"",NGOs,Yearbook}",1
"{""Civil society"",Governance}",1
"{""Civil society"",""Language change"",Redress,""Resource Conflict"",""Resource Curse""}",1
"{""Civil society"",NGOs}",1
"{""Civil society"",Polity,""Transnational Corporations""}",1
"{""Civil society"",""Reciprocity (cultural anthropology)"",""Social Capital"",""Social mobility"",""Social reproduction""}",1
"{CLARITY,""Community Structure"",""Fragmentation (computing)"",""Global Governance"",""Network governance"",Polycentricity}",1
"{CLARITY,Contempt,""Empirical legal studies"",""Two-Sided Markets""}",1
"{CLARITY,""Global Public Goods""}",1
"{CLARITY,""Legal norm"",""Norm Conflicts""}",1
"{""Classical liberalism"",""Liberal democracy"",""Political Philosophy""}",1
"{""Classical liberalism"",""Rawlsian Justice""}",1
"{""Class Struggle"",""Worker Participation""}",1
"{""Cleavage (geology)"",CONTEST,""Global governance"",Nationalism}",1
"{""Climate Change"",""Ecological Knowledge""}",1
"{""Climate Change Litigation"",""Climate Justice"",""Democratic legitimacy"",""Environmental Law"",""Environmental Policy"",""Global Governance""}",1
"{""Climate Finance"",""Equity (law)"",Limiting,""Mitigation Strategies""}",1
"{""Clinical Legal Education"",""Critical legal studies"",""Legal Education""}",1
"{""Clinical Legal Education"",""Critical legal studies"",""Legal Education"",""Legal history""}",1
"{""Clinical Legal Education"",""Critical legal studies"",""Legal Education"",""Legal Methodology"",""Legal Semiotics"",""Visual Jurisprudence""}",1
"{""Clinical Legal Education"",""Empirical legal studies"",""Empirical research"",""Legal Education"",""Legal Methodology"",""Legal pluralism"",""Pluralism (philosophy)""}",1
"{""Clinical Legal Education"",""Environmental Law"",""Lawyer Wellbeing"",""Legal Education"",""Transnational Law""}",1
"{""Clinical Legal Education"",""Lawyer Wellbeing"",""Legal Education""}",1
"{""Clinical Legal Education"",""Lawyer Wellbeing"",""Legal Education"",""Legal Methodology"",""Legal Technology""}",1
"{""Clinical Legal Education"",""Legal Education""}",1
"{Clitoris,""External Genital Development"",""Intersex Disorders"",Labia,""Sex organ""}",1
{Clothing},1
{Coaching},1
"{Co-Creation,""Customer engagement"",""Customer Participation"",""Empirical research"",""Public engagement"",""Public service motivation"",""Service User Involvement"",""Stakeholder Engagement"",""Value Co-Creation"",Viewpoints}",1
"{Co-Creation,Odds,Scrutiny,""Value Co-Creation""}",1
"{""Code (set theory)"",""Internet Governance""}",1
"{""Code (set theory)"",""Internet Governance"",Prosumer}",1
"{""Code (set theory)"",""Need to know"",Regulations}",1
"{""Coercion (linguistics)"",""EU Immigration"",""Forced marriage"",Honour,""Social pressure""}",1
"{""Coercion (linguistics)"",""Global Governance"",Globalization,Institutionalism,""New institutionalism"",Polity}",1
"{""Coercion (linguistics)"",""Legal Consciousness""}",1
"{""Coercive Diplomacy"",""Iraq war""}",1
"{""Coercive Diplomacy"",Kingdom,""United Nations Charter""}",1
"{""Cognitive Psychology"",""Critical Thinking Skills"",""Higher-Order Thinking"",""Instructional Interventions"",""Teaching Strategies""}",1
"{""Cognitive Reflection"",Decision-making,""Law and Economics"",""Prospect Theory"",""Transaction Cost Theory""}",1
"{Cohabitation,""Inheritance (genetic algorithm)"",""Succession Regulation""}",1
"{""Cohesion (chemistry)"",Conditionality,Elite,""European Integration"",""Independence (probability theory)"",Institutionalization,""Minority rights""}",1
"{""Cohesion (chemistry)"",""Economic governance"",""European commission"",Governance,""Lisbon Strategy"",""Sustainable growth rate""}",1
"{""Collaborative Federalism""}",1
"{""Collaborative Governance"",Coproduction}",1
"{""Collaborative Governance"",""First Amendment"",""Freedom of Speech"",""Institutional Theory"",""Public Management Reform""}",1
"{""Collaborative Governance"",Governance,""Institutional Theory""}",1
"{""Collaborative Governance"",Innovations}",1
"{""Collaborative Governance"",""Performance Measurement"",""Policy Implementation"",""Public Management Reform"",""Public Value""}",1
"{""Collaborative Partnerships"",""Psychological Empowerment"",""Social and Emotional Learning"",""Social Justice"",""Student-Teacher Relationships""}",1
"{""Collateralized debt obligation"",""Credit Ratings"",Obligation,""Secondary mortgage market"",""Structured finance""}",1
"{""Collateralized debt obligation"",""Credit Spread Changes"",Default,""Equity (law)"",Securitization,""Structured finance"",""Systematic risk"",Tranche}",1
"{""Collateralized debt obligation"",""Credit Spread Changes"",Securitization,""Structured finance"",""Systematic risk"",Tranche}",1
"{""Collateralized debt obligation"",""Unfair Trading Practices""}",1
"{""Collateralized mortgage obligation"",Default,""Mortgage Credit Expansion"",""Mortgage underwriting"",""Secondary mortgage market"",Securitization,""Shared appreciation mortgage"",""Subprime mortgage crisis"",""Synthetic CDO"",""Zip code""}",1
"{""Collective action"",""Collective identity"",""Political Dynamics"",Polity,Socialization}",1
"{""Collective action"",Constitutionalism,""Political Dynamics"",Polity}",1
"{""Collective Bargaining"",Covenant,""Washington Consensus""}",1
"{""Collective Bargaining"",""Social rights""}",1
"{""Collective memory"",""Liberal democracy"",""Memory Politics"",""Nation state"",""Popular sovereignty"",""The Imaginary""}",1
{Colonialism},1
"{""Colonial Warfare""}",1
{Combatants},1
"{Comity,""Cross-Border Litigation"",""International Law""}",1
"{Comity,Terrorism}",1
"{Commercialism,""Media Coverage"",""Science Communication""}",1
"{""Commercial mortgage-backed security"",""Mortgage Credit Expansion"",""Mortgage loan"",""Mortgage underwriting"",""Secondary mortgage market"",Securitization,""Structured finance""}",1
"{Commit,""Corporate crime"",""Corporate Environmentalism"",""Corporate liability"",Corporation,Delegation,""Mens rea"",Officer,""Punishment (psychology)""}",1
"{Commodification,""Content Analysis"",Emoji,""Media Framing"",Mediatization}",1
"{""Common-pool resource"",""Property Rights"",""Proxy (statistics)""}",1
"{""Common sense"",""Legal Education""}",1
"{Commonwealth,Constitutionalism,""Legal Consciousness""}",1
"{Commonwealth,""International Law""}",1
"{""Communication Practices"",""Cultural Semiotics"",""Discourse Analysis"",Sociolinguistics,""Text Linguistics""}",1
"{""Communication Practices"",""Digital Communication"",""Discourse Analysis"",Participation}",1
"{Communications,""Information Technology"",""Organizational Change"",""Social Impacts"",Technology}",1
"{""Community policing"",Complaint,Delinquency,Epitome,""Habeas corpus"",Lawsuit,Misconduct,""Police department"",POLK,""Zero tolerance""}",1
"{""Community Policing"",""Management styles"",""Police Culture""}",1
"{""Community Policing"",""Police Culture"",""Police department"",""Police Legitimacy""}",1
"{""Companies Act"",""Company Governance"",""European Company Law""}",1
"{""Company Governance"",""Corporate Governance"",""Corporate Law Arbitrage"",""Corporate Mobility"",""European Company Law""}",1
"{""Company Governance"",""Corporate Law Arbitrage"",""Corporate Mobility"",""European Company Law"",""Regulatory Competition""}",1
"{""Company Governance"",""Corporate Law Arbitrage"",""European Company Law"",""European Law"",""Legal Methodology""}",1
"{""Company Governance"",""Corporate Mobility"",""European Company Law""}",1
"{""Company Governance"",""Digital Markets Act""}",1
"{""Company Governance"",Directive,Intermediary,Issuer,""Proxy voting"",""Voting trust""}",1
"{""Company Governance"",""End of history"",""Legal history""}",1
"{""Company Governance"",""European Company Law""}",1
"{""Comparative case"",""Comparative Law"",""Legal history"",Treasure}",1
"{""Comparative history"",""Comparative Law"",""Legal History"",""Legal Methodology""}",1
"{""Comparative Law"",Conceptualism}",1
"{""Comparative Law"",Constitutionalism,""Constitutional Review"",""Legal Education""}",1
"{""Comparative Law"",""Empirical legal studies"",Hybridity,""Legal culture"",""Legal history"",""Legal Methodology"",""Legal pluralism""}",1
"{""Comparative Law"",""Empirical legal studies"",""Legal Education"",""Legal Harmonization"",""Legal history"",""Legal Methodology"",""Legal pluralism""}",1
"{""Comparative Law"",""European Legal Systems"",""European Private Law"",Harmonization,""Legal Education""}",1
"{""Comparative Law"",Intersectionality}",1
"{""Comparative Law"",""Legal Education"",""Legal Transplants"",Phenomenon}",1
"{""Comparative Law"",""Private International Law""}",1
"{""Comparative Philology""}",1
"{""Comparative politics"",""Political Economy""}",1
"{""Comparative Politics"",""National election"",""Opposition (politics)"",""Realigning election""}",1
"{Compass,Constitutionalism,""Legal Consciousness""}",1
"{Compendium,""Continuous Queries"",""Frequently asked questions""}",1
{Compensation},1
"{Competition,""Competition law"",""Margin (machine learning)"",""Margin of appreciation""}",1
"{Competition,""Competitive equilibrium"",Institution,""Punishment (psychology)"",""Social institution"",""Social order""}",1
"{Competition,Dictator,""Economic Experiments"",""Equity (law)"",Incentives,""Inequity aversion"",""Prospect Theory"",Reciprocity,""Stochastic game""}",1
"{Competition,Download,Institution}",1
"{Competition,""Margin (machine learning)"",""Market Structure"",""Price Discrimination"",""Two-Sided Markets"",""Vertical integration""}",1
"{""Competition law"",""Competition policy"",""Competitor analysis"",""Margin (machine learning)"",""Margin of appreciation"",""Market definition"",""Market Structure"",Monopolization,""Predatory pricing"",""Relevant market"",""Resale price maintenance"",""Vertical restraints""}",1
"{""Competition law"",""Contract Law"",Contracts,Litigation,""Plea Bargaining"",Regulations}",1
"{""Competition law"",Directive,""Domestic market"",""EU Law"",""Member state"",""Preliminary ruling"",""Scope (computer science)""}",1
"{""Competition law"",Harmonization,Invention,""Patent Analysis"",""Patent infringement"",""Patent troll"",""Scope (computer science)""}",1
"{""Competition Law""}",1
"{""Competition Law"",""Directive 2013/34/EU"",""EU Law"",""European Law""}",1
"{""Competition Law"",""Industrial Policy""}",1
"{""Competitive Economy"",""Framing (construction)"",Indeterminacy,""Loss aversion"",Risk-seeking,""Search Equilibrium""}",1
"{""Competitive Economy"",""Involuntary unemployment""}",1
"{""Complement (music)"",Immigration}",1
"{""Complex Systems"",Governance,Leadership,""Organizational Change"",Participation}",1
"{""Complex Systems"",Legitimation}",1
"{""Complicated Grief""}",1
"{Complicity,""Due diligence"",Obligation,""Responsibility to Protect"",""Self defense"",""State responsibility""}",1
"{Complicity,""Due diligence"",""Resource Conflict""}",1
"{Compromise,""Legal Consciousness""}",1
"{Compromise,""Minimalism (technical communication)"",""Plea Bargaining"",Predictability}",1
"{Compromise,""Scope (computer science)"",""State Responsibility""}",1
"{""Computational economics"",""Electronic markets"",""Market Competition"",""Mechanism Design"",""Retail Economics"",""Spectrum auction""}",1
"{""Conceptual framework"",""Conceptual history"",Contingency,Humanitarianism}",1
"{""Conceptual framework"",Covenant,""Financial Regulation""}",1
"{""Conceptual framework"",""Digital Divide"",""Information society"",""Internet Use"",""Technology Attitudes""}",1
"{""Conceptual framework"",""Global Governance""}",1
"{""Conceptual framework"",Norms,""Norms of Protection""}",1
"{""Conceptual framework"",Security,""Security sector reform""}",1
"{Conciliation,Euros,""Judicial Efficiency"",Litigation,""Plea Bargaining""}",1
"{Concreteness,Generality,Honour,""Human Rights"",""Mutual recognition""}",1
"{""Concurring opinion"",Constitutionality,""High Court"",""Human Rights Act"",""Majority opinion"",""Proportionality (law)"",""Statutory interpretation""}",1
"{Conditionality,""Development Policies"",Governance,""Responsibility to Protect"",""State Sovereignty""}",1
"{Conditionality,""Eastern Partnership"",""Transformative learning""}",1
"{Conditionality,""IMF - International Monetary Fund"",""IMF Programs"",Tranche}",1
"{Conditionality,""normative power"",""Political Dynamics""}",1
"{Conditionality,Realm}",1
{Conflict},1
"{Conflict,""Hybrid Warfare"",""Information Warfare"",""Just War Theory"",""Military Strategy""}",1
"{""Conflict of Laws"",""Legal Harmonization""}",1
"{""Conformal Mapping"",""Quadratic differential""}",1
"{Confusion,""Executive branch"",""Separation (statistics)"",""Separation of Powers""}",1
"{""Congenital Adrenal Hyperplasia"",Etiology,""Health professionals"",""Psychosexual development""}",1
"{""Congenital Anomalies"",""Congenital malformations"",""Economic shortage"",Embryology}",1
"{""Conjoint Analysis"",Decision-making,Heuristics,""Preference Elicitation""}",1
"{""Conjoint Analysis"",""Discrete Choice Models"",""Model theory"",""Preference Elicitation"",""Prospect Theory"",""Stated Preference Methods""}",1
"{""Conjoint Analysis"",""Isoelastic utility"",""Subjective expected utility""}",1
"{Connectionism,Decision-making,""Discrete Choice Models"",""Reward Processing"",Sketch}",1
"{""Consensual Nonmonogamous Relationships"",""Family Functioning"",Gender,Monogamy,Polyamory}",1
"{""Consensual Nonmonogamous Relationships"",Monogamy,Polyamory,Polygamy,""Women's Role""}",1
"{""Consensus conference"",""Intersex Disorders"",""Statement (logic)""}",1
{Conservation},1
"{""Conservation Criminology"",Crime,""Criminal Behavior"",Delinquency,""Fear of Crime""}",1
"{""Conservation Criminology"",""Environmental Crimes""}",1
"{""Consolidation (business)"",""Digital Humanities""}",1
"{""Consolidation (business)"",""Legal Harmonization""}",1
"{""Constitutional amendment"",ECHR}",1
"{""Constitutional court"",""Constitutional Courts"",""Constitutional economics"",""Political question""}",1
"{""Constitutional court"",""Constitutional Courts"",Constitutionalism}",1
"{""Constitutional court"",Constitutionalism}",1
"{""Constitutional court"",Constitutionalism,""Constitutional Review"",""Settlement (finance)""}",1
"{""Constitutional court"",Constitutionalism,""European Legal Systems"",""Member state"",""Preliminary ruling""}",1
"{""Constitutional court"",Constitutionalism,""Irrational number"",Realm}",1
"{""Constitutional court"",Constitutionality,""European Law"",Ratification,""Treaty of Lisbon""}",1
"{""Constitutional court"",""Constitutional right"",""Legal Harmonization"",Referendum,Slovak}",1
"{""Constitutional court"",""Data Privacy"",""Principle of legality""}",1
"{""Constitutional court"",ECHR,""European Legal Systems"",Scrutiny}",1
"{""Constitutional court"",""European Integration"",""Principle of legality"",""Transnational Legal Pluralism""}",1
"{""Constitutional court"",""European Legal Systems""}",1
"{""Constitutional court"",""Independence (probability theory)"",""Judicial discretion"",""Judicial Efficiency"",""Judicial independence""}",1
"{""Constitutional court"",""Legal Consciousness""}",1
"{""Constitutional court"",""Legal Consciousness"",Precedent}",1
"{""Constitutional Courts"",Constitutionalism}",1
"{""Constitutional Courts"",Constitutionalism,""language and law"",""Legal Interpretation""}",1
"{""Constitutional Courts"",""Digital Governance"",Innovations,""Legal Methodology"",Participation}",1
"{""Constitutional Courts"",""European Law""}",1
"{""Constitutional Courts"",""European Law"",""European Legal Systems""}",1
"{""Constitutional Courts"",""European Law"",""European Legal Systems"",""International Courts"",""Judicial Independence""}",1
"{""Constitutional Courts"",""European Law"",""European Legal Systems"",""Legal Methodology""}",1
"{""Constitutional Courts"",""European Law"",""Human Rights"",""Legal Methodology"",Privacy}",1
"{""Constitutional Courts"",""European Law"",""Human Rights"",""Public Administration"",""Regulatory Agencies""}",1
"{""Constitutional Courts"",""European Law"",""Migration Law""}",1
"{""Constitutional Courts"",""Fundamental Rights"",""judicial legitimacy""}",1
"{""Constitutional Courts"",Governance,""Human Rights"",Privacy,""Right-Wing Extremism""}",1
"{""Constitutional Courts"",""Human Rights""}",1
"{""Constitutional Courts"",Sine,""Sine qua non""}",1
"{""Constitutional economics"",""Constitutional Law"",""Proportionality (law)""}",1
"{""Constitutional government"",""Constitutional interpretation"",""Constitutional Law""}",1
"{""Constitutional government"",Constitutionalism,""Political Philosophy""}",1
"{""Constitutional government"",Constitutionalism,Rebuttal,""Rule of law""}",1
"{""Constitutional government"",""Forcing (mathematics)""}",1
"{""Constitutional government"",Impossibility,""Proportionality (law)""}",1
"{""Constitutional government"",""Legal history""}",1
"{""Constitutional government"",Nationalism,""Presidential prerogative"",""Religious freedom""}",1
"{""Constitutional government"",""Political Philosophy"",Windsor}",1
"{Constitutionalism,Constitutionalization,""International Law""}",1
"{Constitutionalism,""Constitutional Law""}",1
"{Constitutionalism,""Constitutional Review"",""International Courts"",""Judicial Independence"",""Supreme Court""}",1
"{Constitutionalism,""Constitutional Review"",""Legal Consciousness"",""Legal Cultures"",""Separation of Powers""}",1
"{Constitutionalism,""Constitutional theory"",""language and law""}",1
"{Constitutionalism,""Constructivism (international relations)"",""legislative drafting"",Rubric}",1
"{Constitutionalism,Deliberation,Experimentalism}",1
"{Constitutionalism,Democracy,""European Legal Systems"",""Legal Cultures"",""Legal Methodology""}",1
"{Constitutionalism,Democracy,Experimentalism}",1
"{Constitutionalism,""Environmental governance"",""Rights of Nature""}",1
"{Constitutionalism,""European Legal Systems""}",1
"{Constitutionalism,Governance,""normative power"",""Rule of law""}",1
"{Constitutionalism,""International Humanitarian Law"",""Margin of appreciation""}",1
"{Constitutionalism,""International Law"",""Principle of legality"",""Rule of law""}",1
"{Constitutionalism,""Legal Consciousness""}",1
"{Constitutionalism,Montenegro}",1
"{Constitutionalism,Multiculturalism,""Multiplicity (mathematics)""}",1
"{Constitutionalism,""Nation state"",Plea}",1
"{Constitutionalism,Realm}",1
"{Constitutionalism,""Transformative learning""}",1
"{""Constitutional Law"",""Copyright Law""}",1
"{""Constitutional Law"",""Corporate Criminal Liability"",""Criminal Law"",""Legal Reforms"",""Youth Offenders""}",1
"{""Constitutional Law"",""Cost-Benefit Analysis"",""Law and Economics"",""Plea Bargaining""}",1
"{""Constitutional Law"",""Criminal Law"",""Legal Ethics"",""Legal Systems"",""Terrorism Legislation""}",1
"{""Constitutional Law"",""Criminal Law"",""Legal Reforms"",""Youth Offenders""}",1
"{""Constitutional Law"",""Criminal Law"",""Legal Systems""}",1
"{""Constitutional Law"",""Criminal Law"",""Psychiatric Evaluation"",""Youth Offenders""}",1
"{""Constitutional Law"",""Human Rights"",""Human Rights Violations""}",1
"{""Constitutional Law"",""Informed Consent"",""Legal Methodology""}",1
"{""Constitutional Law"",""International Law"",""Judicial Independence"",""Judicial Politics"",""Legal Consciousness""}",1
"{""Constitutional Law"",Liberation}",1
"{""Constitutional Law"",""Property Rights""}",1
"{""Constitutional Review"",""Content (measure theory)""}",1
"{""Constitutional Review"",Fundamentalism,""Liberal democracy"",Populism}",1
"{""Constitutional Review"",Institution,""Popular sovereignty"",""Positive political theory""}",1
"{""Constitutional Review"",""Judicial Independence"",""Legal Consciousness"",""Legal Mobilization"",""State Responsibility""}",1
"{""Constitutional Review"",""Legal Consciousness""}",1
"{Constructive,""Entitlement (fair division)"",Mainstream,""Welfare State""}",1
"{Constructive,""International Humanitarian Law"",Persona,""Transformative learning""}",1
"{Constructive,""Socio-Legal Studies""}",1
"{""Constructivism (international relations)"",Interrogation,""Norm Conflicts"",Torture}",1
"{""Constructivism (international relations)"",Norms,Subsidiarity}",1
"{Consumerism,Imperialism,Neo-liberalism,""Political Power""}",1
"{""Consumer Protection"",""Contract Law"",""Directive on Consumer Rights"",""European Private Law"",""Unfair Commercial Practices""}",1
"{""Consumer Redress"",""Contract Law"",""Directive on Consumer Rights"",Harmonization,""Regulatory Challenges""}",1
"{""Consumption (sociology)"",Contradiction,""Sustainability Assessment""}",1
"{""Consumption (sociology)"",Microfinance,""Poor people""}",1
"{""Consumption (sociology)"",""Relevance (law)"",""Risk Perception""}",1
"{Contemplation,Contradiction}",1
"{""Content (measure theory)"",""Criminal investigation"",""International Criminal Law"",""Sexual violence""}",1
"{""Content (measure theory)"",""Documentary Credits""}",1
"{""Content (measure theory)"",""International Law"",Universalism}",1
"{""Content (measure theory)"",""Open Access""}",1
"{""Content (measure theory)"",""Trade Contracts"",Unification}",1
"{""Content (measure theory)"",""Wartime Rape""}",1
"{CONTEST,Humanitarianism,Subtext}",1
"{CONTEST,""International Institutions"",Populism}",1
"{Contextualization,""Transnational Legal Pluralism""}",1
"{""Contingent vote"",""Federal budget"",Ignorance,Nothing}",1
"{""Continuous Blood Pressure Estimation"",""Deep Learning for EEG"",""EEG Analysis"",Neuroprosthetics}",1
"{""Contract Law"",Contracts,""European Private Law"",""Legal Methodology"",""Plea Bargaining""}",1
"{""Contract Law"",""Contract Visualization"",""Reflection (computer programming)""}",1
"{""Contract Law"",""Directive on Consumer Rights""}",1
"{""Contract Law"",""European commission"",""Green paper"",""Proportionality (law)"",Subsidiarity,""Treaty of Lisbon""}",1
"{""Contract Law"",""European Company Law""}",1
"{""Contract Law"",""European Company Law"",""European Private Law"",""Private International Law""}",1
"{""Contract Law"",""European Private Law""}",1
"{""Contract Law"",""Freedom of contract"",Restructuring}",1
"{Contracts,Cooperation,Enforcement,""Plea Bargaining"",Reciprocity}",1
"{""Contractual Law"",""Inter-American Court"",""International Law"",""Legal Ethics"",""Legal Philosophy""}",1
"{Contradiction,Globalization}",1
"{Contradiction,Reasoning,Soundness}",1
"{""Contributory negligence"",""Negligence Law"",""Vicarious liability""}",1
"{""Control reconfiguration"",""Digital Divide"",""Digital Labor Platforms"",""Dynamics (music)""}",1
"{Convict,""Structural Factors""}",1
"{Cooperation,""Public goods game"",""Public Goods Games"",Reciprocity,Turnover}",1
"{""coordination of benefits"",Directive,""equality directive"",""Scope (computer science)"",""Social Security Act"",""Social Security"",""Welfare Systems""}",1
"{""Coping Strategies"",""Family Resilience"",Gratitude,""Positive Emotions"",""Psychological Resilience"",Stress}",1
"{COPP,""Democratic Theory""}",1
"{Copyright,Pace}",1
"{""Core Labour Standards"",""International Labour Organization"",""Worker Participation"",""Workplace Governance""}",1
"{Cornerstone,""International Law"",""Refugee law""}",1
"{Cornerstone,""Jurisdiction Agreements"",Theocracy}",1
"{Cornerstone,""Mutual Recognition"",""Scope (computer science)""}",1
"{Corporate,""International Law""}",1
"{""Corporate Criminal Liability"",""Criminal Justice"",""Criminal Law"",""Legal Methodology"",""Surveillance Law""}",1
"{""Corporate Criminal Liability"",""Criminal Law""}",1
"{""Corporate Criminal Liability"",""Criminal Law"",""Data Protection"",""Digital Rights"",""Legal Systems""}",1
"{""Corporate Criminal Liability"",""Criminal Law"",""Judicial Cooperation"",""Legal Ethics"",""Legal Systems""}",1
"{""Corporate Criminal Liability"",""Criminal Law"",""Judicial Cooperation"",""Legal Systems"",""Prosecutorial Misconduct""}",1
"{""Corporate Criminal Liability"",""Criminal Law"",""Legal Systems"",""Youth Offenders""}",1
"{""Corporate Criminal Liability"",""Criminal Law"",""Prison System"",""Youth Offenders""}",1
"{""Corporate Criminal Liability"",""Criminal liability"",""Criminal responsibility""}",1
"{""Corporate Criminal Liability"",""Digital Rights"",Security}",1
"{""Corporate Criminal Liability"",""Informed Consent"",""Patient Rights""}",1
"{""Corporate Criminal Liability"",Liability}",1
"{""Corporate Criminal Liability"",""Risk Governance"",Security,""Security Measures""}",1
"{""Corporate Environmentalism"",""Legal norm"",""Legal pluralism"",""Primary authority""}",1
"{""Corporate Environmentalism"",""Organizational ecology""}",1
"{""Corporate Environmentalism"",""Voluntarism (philosophy)""}",1
"{""Corporate Finance""}",1
"{""Corporate Law Arbitrage"",""Directive Harmonization"",""European Company Law"",Harmonization,Regulations}",1
"{""Corporate Law Arbitrage"",""European Company Law""}",1
"{""Corporate Law Arbitrage"",Ex-ante}",1
"{""Corporate Social Responsibility"",""Digital Responsibility""}",1
"{""Corporate Taxation"",""Cross-Border Taxation""}",1
"{Corporation,Corporatism,""Union Revitalization""}",1
"{Corporation,""Digital Sovereignty"",""Internet Governance""}",1
"{Corporation,Financialization,Phenomenon,""Salience (neuroscience)""}",1
"{Corporation,""International Law"",""Transnational Corporations""}",1
"{""Corrective Justice""}",1
"{""Corrective Justice"",""Surveillance Law"",""Unjust Enrichment""}",1
"{Corruption,Enforcement,Governance,Incentives,""Judicial Efficiency"",""Language change""}",1
"{Corruption,""International Criminal Law"",""Language change"",""Transnational Legal Pluralism""}",1
"{Corruption,""Language change""}",1
"{Cosmopolitanism,""Cross-Border Litigation"",Hybridity,""International Law"",""Legal Harmonization"",""Legal pluralism"",""Pluralism (philosophy)"",Territoriality,Universalism}",1
"{""Counter-Piracy Operations"",""Nagoya Protocol"",""Organised crime""}",1
"{Counterpoint,Dignity,""Fiduciary Duty"",""Testamentary trust"",""Unintended consequences""}",1
"{Counter-Terrorism,Extremism,Radicalization,Terrorism}",1
"{Countertransference,Multitude,""Psychotherapy Efficacy"",Transference,Vision}",1
"{""Court Decisions"",""Human Rights Litigation"",""Judicial Process"",""Legal Translation"",""Trial Procedures""}",1
"{""Covariance Estimation"",""Regression Analysis"",""Robust Estimation"",""Robust Statistics"",""Variable Selection""}",1
"{Covenant,""Cultural rights"",Declaration,""Human Rights"",""Linguistic rights"",""Social rights""}",1
"{Covenant,""Cultural rights"",Declaration,""International community"",""Medical law"",""Philosophy of medicine"",""Rights of Nature"",""Right to health"",""Scientific progress""}",1
"{Covenant,""Cultural rights"",""European Legal Systems""}",1
"{Covenant,""Cultural rights"",""International Cooperation"",""International Humanitarian Law"",""Rights-Based Approach"",""Transnational Legal Pluralism""}",1
"{Covenant,""Cultural rights"",""International Law"",""Linguistic rights"",""Reservation of rights"",""Social rights""}",1
"{Covenant,""Cultural rights"",""Linguistic rights"",""Rights-Based Approach""}",1
"{Covenant,""Human Rights""}",1
"{Covenant,Reciprocity,SWORD}",1
"{Covenant,""Rights-Based Approach""}",1
"{Covert,Detection}",1
"{Covert,Intelligence,""Rule of law""}",1
"{Credence,Mediatization,Militarization,Popularity,""War on terror""}",1
"{""Credit Constraints""}",1
"{""Credit crunch"",""Financial Liberalization"",Securitization,""Subprime mortgage crisis""}",1
"{""Credit rating""}",1
"{""Credit Scoring"",""Relevance (law)"",""Technical debt""}",1
"{""Credit Spread Changes""}",1
"{""Credit Spread Changes"",Default,""Funding liquidity"",""Mark to model"",Securitization,""Structured finance"",""Subprime mortgage crisis""}",1
"{""Credit Spread Changes"",Liquidity,""Market impact""}",1
"{""Credit Spread Changes"",""Risk perception"",""Sample (material)""}",1
{Crime},1
"{Crime,""Crime statistics""}",1
"{Crime,""Criminal Behavior"",""Criminal Justice"",""Procedural Justice""}",1
"{""Crime and Punishment"",""Renaissance Justice""}",1
"{""Crime control"",Crime,""Informal social control"",""Late modernity"",""Punishment (psychology)"",""Social order""}",1
"{""Crime control"",""Crime prevention"",Violence,""Vulnerability (computing)"",""Zero tolerance""}",1
"{""Crime control"",""Cultural criminology"",Delinquency}",1
"{""Crime control"",Globalization}",1
"{""Crime control"",""Police science"",Underclass}",1
"{""Crimes against humanity"",""Customary international law"",""International Law""}",1
"{""Crimes against humanity"",""Forced marriage"",""Geneva Conventions"",Torture,""Wartime Rape""}",1
"{""Crimes against humanity"",""Forced marriage"",Girl,Indictment,Plea,""Sexual violence"",""Special court"",""Women in Conflict""}",1
"{""Crimes against humanity"",""Principle of legality"",""Responsibility to Protect"",Veto}",1
"{""Criminal behavior"",""Economic Experiments"",""Neighbourhood (mathematics)"",""Punishment (psychology)"",""Reciprocity (cultural anthropology)""}",1
"{""Criminal Behavior"",""Criminal Law"",""Literature Analysis"",""Psychiatric Evaluation"",Psychoanalysis}",1
"{Criminality,""Criminal Law""}",1
"{Criminalization,""Punitive damages"",Sexting}",1
"{""Criminal jurisdiction"",""International Criminal Law"",""International Economic Law"",""International Humanitarian Law"",""International Law"",""Transnational Legal Pluralism""}",1
"{""Criminal Justice"",""Criminal Law"",""Human Rights"",""Legal Reforms"",""Prison System""}",1
"{""Criminal Justice"",""Inter-American Court"",""Legal Philosophy"",""Legal Theory"",""Penal System""}",1
"{""Criminal Justice"",""Judicial Bias"",""Prison System"",""Social Inequality""}",1
"{""Criminal Law"",""European Arrest Warrant"",""European Legal Systems"",""European Private Law""}",1
"{""Criminal Law"",""Fundamental Rights"",""Human Rights""}",1
